,Unnamed: 0.1,Unnamed: 0,max_column,id,song_title,artist_name,album_name,genre,lyrics,like_cnt,morning,night,minjung_id,rc_travel,rc_music
62,252,미호박물관_252,IDK SH!T_2592,35481203,IDK SH!T,JORDY,IDK SH!T,['댄스'],I don't believe in the weekend Every day we're alive is the freaking best Best day ever I got my friends and my friends got me We wanna be good but we wanna be free Free together All of this love we are feeling here Gonna make it last for a million years Oh-oh-oh This is the time of our lives Here and now While we're young in the sun Got it all figured out This is the time of our lives Ooh-ooh-ooh-ooh Ooh-ooh-ooh-ooh Ooh-ooh I don't believe in goodbye What we have's out of reach in the hands of time And we're forever Used to save the world on a BMX I can't wait to see what we all do next It just gets better This is the time of our lives Here and now While we are young in the sun Got it all figured out This is the time of our lives Ooh-ooh-ooh-ooh Ooh-ooh-ooh-ooh Ooh-ooh All of this love we are feeling here Gonna make it last for a million years Oh-oh-oh This is the time of our This is the time of our lives Here and now While we are young in the sun Got it all figured out This is the time of our lives Ooh-ooh-ooh-ooh Ooh-ooh-ooh-ooh Ooh-ooh I don't believe in goodbye This is the time of our lives,127,0.536439639630319,0.5392589765354738,IDK SH!T_2592,미호박물관,IDK SH!T
63,324,미메시스아트뮤지엄_324,IDK SH!T_2592,35481203,IDK SH!T,JORDY,IDK SH!T,['댄스'],I don't believe in the weekend Every day we're alive is the freaking best Best day ever I got my friends and my friends got me We wanna be good but we wanna be free Free together All of this love we are feeling here Gonna make it last for a million years Oh-oh-oh This is the time of our lives Here and now While we're young in the sun Got it all figured out This is the time of our lives Ooh-ooh-ooh-ooh Ooh-ooh-ooh-ooh Ooh-ooh I don't believe in goodbye What we have's out of reach in the hands of time And we're forever Used to save the world on a BMX I can't wait to see what we all do next It just gets better This is the time of our lives Here and now While we are young in the sun Got it all figured out This is the time of our lives Ooh-ooh-ooh-ooh Ooh-ooh-ooh-ooh Ooh-ooh All of this love we are feeling here Gonna make it last for a million years Oh-oh-oh This is the time of our This is the time of our lives Here and now While we are young in the sun Got it all figured out This is the time of our lives Ooh-ooh-ooh-ooh Ooh-ooh-ooh-ooh Ooh-ooh I don't believe in goodbye This is the time of our lives,127,0.536439639630319,0.5392589765354738,IDK SH!T_2592,미메시스아트뮤지엄,IDK SH!T
64,664,백남준아트센터_664,IDK SH!T_2592,35481203,IDK SH!T,JORDY,IDK SH!T,['댄스'],I don't believe in the weekend Every day we're alive is the freaking best Best day ever I got my friends and my friends got me We wanna be good but we wanna be free Free together All of this love we are feeling here Gonna make it last for a million years Oh-oh-oh This is the time of our lives Here and now While we're young in the sun Got it all figured out This is the time of our lives Ooh-ooh-ooh-ooh Ooh-ooh-ooh-ooh Ooh-ooh I don't believe in goodbye What we have's out of reach in the hands of time And we're forever Used to save the world on a BMX I can't wait to see what we all do next It just gets better This is the time of our lives Here and now While we are young in the sun Got it all figured out This is the time of our lives Ooh-ooh-ooh-ooh Ooh-ooh-ooh-ooh Ooh-ooh All of this love we are feeling here Gonna make it last for a million years Oh-oh-oh This is the time of our This is the time of our lives Here and now While we are young in the sun Got it all figured out This is the time of our lives Ooh-ooh-ooh-ooh Ooh-ooh-ooh-ooh Ooh-ooh I don't believe in goodbye This is the time of our lives,127,0.536439639630319,0.5392589765354738,IDK SH!T_2592,백남준아트센터,IDK SH!T
65,15,트리플스트리트_15,SEOUL DRIFT_4369,35433950,SEOUL DRIFT,지코 (ZICO),Grown Ass Kid,['댄스'],"이제 막 열시 붐비는 거리 컬러풀해 모든 서울시의 글씨 Varsity jacket 드디어 개시 택도 안 뗐는데 유행 지나있네  Bring it back 두 번의 크리스마스 이브 캔슬된 유럽행 비행기 Solo concert and fashion week 문제 많던 캘린더엔 빨간 엑스뿐  이것 봐 멀쩡히 숨 쉬고 있어 Offline, 선 넘으란 소리지  Look at this party baby No mask, all naked 몸부림쳐 자유껏 지구에 금 갈 때까지  Now we're safe here Just do me bad things 쳇바퀴 그만 굴리고 시동 걸어 밟아  Drift drift drift drift drift away Drift drift drift drift drift away Drift drift drift drift drift away I'm alive alive  Hop on the beat 생체 리듬 되찾아 Today is the day 가려서 뭐해 때와 장소 띄어쓰기도 귀찮은데 거릴 두래 아무나 스킨십 허용해 아무나 free hug 해  Remember 2020 첫 줄에 멈춘 내 버킷리스트 압축 파일처럼 집에 묶여서 글로벌해지는 한국을 지켜만 봤어  이것 봐 멀쩡히 살아남은 널 Offline, 선 넘으란 소리지  Look at this party baby No mask, all naked 몸부림쳐 자유껏 지구에 금 갈 때까지  Now we're safe here Just do me bad things 쳇바퀴 그만 굴리고 시동 걸어 밟아  Drift drift drift drift drift away Drift drift drift drift drift away Drift drift drift drift drift away I'm alive alive  당일날 파투난 모임들 that's my fault oh no 그날 작업은 했지만 시원하게 허탕쳤어 oh no ah Now 배 째라는 식 두 손 놓고 자율주행 모드 브레이크 타임 없어 난 코너에 몰릴 때도 Say whatever I promise we'll be good  Look at this, Look at this, Look at this Look at this party baby No mask, all naked 몸부림쳐 자유껏 지구에 금 갈 때까지  Now we're safe here Just do me bad things 쳇바퀴 그만 굴리고 시동 걸어 밟아  Drift drift drift drift drift away Drift drift drift drift drift away Drift drift drift drift drift away I'm alive alive",19427,-0.0074485629700806,0.0099586063667183,SEOUL DRIFT_4369,트리플스트리트,SEOUL DRIFT
66,28,언더스탠드에비뉴_28,SEOUL DRIFT_4369,35433950,SEOUL DRIFT,지코 (ZICO),Grown Ass Kid,['댄스'],"이제 막 열시 붐비는 거리 컬러풀해 모든 서울시의 글씨 Varsity jacket 드디어 개시 택도 안 뗐는데 유행 지나있네  Bring it back 두 번의 크리스마스 이브 캔슬된 유럽행 비행기 Solo concert and fashion week 문제 많던 캘린더엔 빨간 엑스뿐  이것 봐 멀쩡히 숨 쉬고 있어 Offline, 선 넘으란 소리지  Look at this party baby No mask, all naked 몸부림쳐 자유껏 지구에 금 갈 때까지  Now we're safe here Just do me bad things 쳇바퀴 그만 굴리고 시동 걸어 밟아  Drift drift drift drift drift away Drift drift drift drift drift away Drift drift drift drift drift away I'm alive alive  Hop on the beat 생체 리듬 되찾아 Today is the day 가려서 뭐해 때와 장소 띄어쓰기도 귀찮은데 거릴 두래 아무나 스킨십 허용해 아무나 free hug 해  Remember 2020 첫 줄에 멈춘 내 버킷리스트 압축 파일처럼 집에 묶여서 글로벌해지는 한국을 지켜만 봤어  이것 봐 멀쩡히 살아남은 널 Offline, 선 넘으란 소리지  Look at this party baby No mask, all naked 몸부림쳐 자유껏 지구에 금 갈 때까지  Now we're safe here Just do me bad things 쳇바퀴 그만 굴리고 시동 걸어 밟아  Drift drift drift drift drift away Drift drift drift drift drift away Drift drift drift drift drift away I'm alive alive  당일날 파투난 모임들 that's my fault oh no 그날 작업은 했지만 시원하게 허탕쳤어 oh no ah Now 배 째라는 식 두 손 놓고 자율주행 모드 브레이크 타임 없어 난 코너에 몰릴 때도 Say whatever I promise we'll be good  Look at this, Look at this, Look at this Look at this party baby No mask, all naked 몸부림쳐 자유껏 지구에 금 갈 때까지  Now we're safe here Just do me bad things 쳇바퀴 그만 굴리고 시동 걸어 밟아  Drift drift drift drift drift away Drift drift drift drift drift away Drift drift drift drift drift away I'm alive alive",19427,-0.0074485629700806,0.0099586063667183,SEOUL DRIFT_4369,언더스탠드에비뉴,SEOUL DRIFT
67,32,웨스턴돔 A동_32,SEOUL DRIFT_4369,35433950,SEOUL DRIFT,지코 (ZICO),Grown Ass Kid,['댄스'],"이제 막 열시 붐비는 거리 컬러풀해 모든 서울시의 글씨 Varsity jacket 드디어 개시 택도 안 뗐는데 유행 지나있네  Bring it back 두 번의 크리스마스 이브 캔슬된 유럽행 비행기 Solo concert and fashion week 문제 많던 캘린더엔 빨간 엑스뿐  이것 봐 멀쩡히 숨 쉬고 있어 Offline, 선 넘으란 소리지  Look at this party baby No mask, all naked 몸부림쳐 자유껏 지구에 금 갈 때까지  Now we're safe here Just do me bad things 쳇바퀴 그만 굴리고 시동 걸어 밟아  Drift drift drift drift drift away Drift drift drift drift drift away Drift drift drift drift drift away I'm alive alive  Hop on the beat 생체 리듬 되찾아 Today is the day 가려서 뭐해 때와 장소 띄어쓰기도 귀찮은데 거릴 두래 아무나 스킨십 허용해 아무나 free hug 해  Remember 2020 첫 줄에 멈춘 내 버킷리스트 압축 파일처럼 집에 묶여서 글로벌해지는 한국을 지켜만 봤어  이것 봐 멀쩡히 살아남은 널 Offline, 선 넘으란 소리지  Look at this party baby No mask, all naked 몸부림쳐 자유껏 지구에 금 갈 때까지  Now we're safe here Just do me bad things 쳇바퀴 그만 굴리고 시동 걸어 밟아  Drift drift drift drift drift away Drift drift drift drift drift away Drift drift drift drift drift away I'm alive alive  당일날 파투난 모임들 that's my fault oh no 그날 작업은 했지만 시원하게 허탕쳤어 oh no ah Now 배 째라는 식 두 손 놓고 자율주행 모드 브레이크 타임 없어 난 코너에 몰릴 때도 Say whatever I promise we'll be good  Look at this, Look at this, Look at this Look at this party baby No mask, all naked 몸부림쳐 자유껏 지구에 금 갈 때까지  Now we're safe here Just do me bad things 쳇바퀴 그만 굴리고 시동 걸어 밟아  Drift drift drift drift drift away Drift drift drift drift drift away Drift drift drift drift drift away I'm alive alive",19427,-0.0074485629700806,0.0099586063667183,SEOUL DRIFT_4369,웨스턴돔 A동,SEOUL DRIFT
68,64,그레이츠 판교_64,SEOUL DRIFT_4369,35433950,SEOUL DRIFT,지코 (ZICO),Grown Ass Kid,['댄스'],"이제 막 열시 붐비는 거리 컬러풀해 모든 서울시의 글씨 Varsity jacket 드디어 개시 택도 안 뗐는데 유행 지나있네  Bring it back 두 번의 크리스마스 이브 캔슬된 유럽행 비행기 Solo concert and fashion week 문제 많던 캘린더엔 빨간 엑스뿐  이것 봐 멀쩡히 숨 쉬고 있어 Offline, 선 넘으란 소리지  Look at this party baby No mask, all naked 몸부림쳐 자유껏 지구에 금 갈 때까지  Now we're safe here Just do me bad things 쳇바퀴 그만 굴리고 시동 걸어 밟아  Drift drift drift drift drift away Drift drift drift drift drift away Drift drift drift drift drift away I'm alive alive  Hop on the beat 생체 리듬 되찾아 Today is the day 가려서 뭐해 때와 장소 띄어쓰기도 귀찮은데 거릴 두래 아무나 스킨십 허용해 아무나 free hug 해  Remember 2020 첫 줄에 멈춘 내 버킷리스트 압축 파일처럼 집에 묶여서 글로벌해지는 한국을 지켜만 봤어  이것 봐 멀쩡히 살아남은 널 Offline, 선 넘으란 소리지  Look at this party baby No mask, all naked 몸부림쳐 자유껏 지구에 금 갈 때까지  Now we're safe here Just do me bad things 쳇바퀴 그만 굴리고 시동 걸어 밟아  Drift drift drift drift drift away Drift drift drift drift drift away Drift drift drift drift drift away I'm alive alive  당일날 파투난 모임들 that's my fault oh no 그날 작업은 했지만 시원하게 허탕쳤어 oh no ah Now 배 째라는 식 두 손 놓고 자율주행 모드 브레이크 타임 없어 난 코너에 몰릴 때도 Say whatever I promise we'll be good  Look at this, Look at this, Look at this Look at this party baby No mask, all naked 몸부림쳐 자유껏 지구에 금 갈 때까지  Now we're safe here Just do me bad things 쳇바퀴 그만 굴리고 시동 걸어 밟아  Drift drift drift drift drift away Drift drift drift drift drift away Drift drift drift drift drift away I'm alive alive",19427,-0.0074485629700806,0.0099586063667183,SEOUL DRIFT_4369,그레이츠 판교,SEOUL DRIFT
69,116,엠플라자_116,SEOUL DRIFT_4369,35433950,SEOUL DRIFT,지코 (ZICO),Grown Ass Kid,['댄스'],"이제 막 열시 붐비는 거리 컬러풀해 모든 서울시의 글씨 Varsity jacket 드디어 개시 택도 안 뗐는데 유행 지나있네  Bring it back 두 번의 크리스마스 이브 캔슬된 유럽행 비행기 Solo concert and fashion week 문제 많던 캘린더엔 빨간 엑스뿐  이것 봐 멀쩡히 숨 쉬고 있어 Offline, 선 넘으란 소리지  Look at this party baby No mask, all naked 몸부림쳐 자유껏 지구에 금 갈 때까지  Now we're safe here Just do me bad things 쳇바퀴 그만 굴리고 시동 걸어 밟아  Drift drift drift drift drift away Drift drift drift drift drift away Drift drift drift drift drift away I'm alive alive  Hop on the beat 생체 리듬 되찾아 Today is the day 가려서 뭐해 때와 장소 띄어쓰기도 귀찮은데 거릴 두래 아무나 스킨십 허용해 아무나 free hug 해  Remember 2020 첫 줄에 멈춘 내 버킷리스트 압축 파일처럼 집에 묶여서 글로벌해지는 한국을 지켜만 봤어  이것 봐 멀쩡히 살아남은 널 Offline, 선 넘으란 소리지  Look at this party baby No mask, all naked 몸부림쳐 자유껏 지구에 금 갈 때까지  Now we're safe here Just do me bad things 쳇바퀴 그만 굴리고 시동 걸어 밟아  Drift drift drift drift drift away Drift drift drift drift drift away Drift drift drift drift drift away I'm alive alive  당일날 파투난 모임들 that's my fault oh no 그날 작업은 했지만 시원하게 허탕쳤어 oh no ah Now 배 째라는 식 두 손 놓고 자율주행 모드 브레이크 타임 없어 난 코너에 몰릴 때도 Say whatever I promise we'll be good  Look at this, Look at this, Look at this Look at this party baby No mask, all naked 몸부림쳐 자유껏 지구에 금 갈 때까지  Now we're safe here Just do me bad things 쳇바퀴 그만 굴리고 시동 걸어 밟아  Drift drift drift drift drift away Drift drift drift drift drift away Drift drift drift drift drift away I'm alive alive",19427,-0.0074485629700806,0.0099586063667183,SEOUL DRIFT_4369,엠플라자,SEOUL DRIFT
70,130,강남역지하상가_130,SEOUL DRIFT_4369,35433950,SEOUL DRIFT,지코 (ZICO),Grown Ass Kid,['댄스'],"이제 막 열시 붐비는 거리 컬러풀해 모든 서울시의 글씨 Varsity jacket 드디어 개시 택도 안 뗐는데 유행 지나있네  Bring it back 두 번의 크리스마스 이브 캔슬된 유럽행 비행기 Solo concert and fashion week 문제 많던 캘린더엔 빨간 엑스뿐  이것 봐 멀쩡히 숨 쉬고 있어 Offline, 선 넘으란 소리지  Look at this party baby No mask, all naked 몸부림쳐 자유껏 지구에 금 갈 때까지  Now we're safe here Just do me bad things 쳇바퀴 그만 굴리고 시동 걸어 밟아  Drift drift drift drift drift away Drift drift drift drift drift away Drift drift drift drift drift away I'm alive alive  Hop on the beat 생체 리듬 되찾아 Today is the day 가려서 뭐해 때와 장소 띄어쓰기도 귀찮은데 거릴 두래 아무나 스킨십 허용해 아무나 free hug 해  Remember 2020 첫 줄에 멈춘 내 버킷리스트 압축 파일처럼 집에 묶여서 글로벌해지는 한국을 지켜만 봤어  이것 봐 멀쩡히 살아남은 널 Offline, 선 넘으란 소리지  Look at this party baby No mask, all naked 몸부림쳐 자유껏 지구에 금 갈 때까지  Now we're safe here Just do me bad things 쳇바퀴 그만 굴리고 시동 걸어 밟아  Drift drift drift drift drift away Drift drift drift drift drift away Drift drift drift drift drift away I'm alive alive  당일날 파투난 모임들 that's my fault oh no 그날 작업은 했지만 시원하게 허탕쳤어 oh no ah Now 배 째라는 식 두 손 놓고 자율주행 모드 브레이크 타임 없어 난 코너에 몰릴 때도 Say whatever I promise we'll be good  Look at this, Look at this, Look at this Look at this party baby No mask, all naked 몸부림쳐 자유껏 지구에 금 갈 때까지  Now we're safe here Just do me bad things 쳇바퀴 그만 굴리고 시동 걸어 밟아  Drift drift drift drift drift away Drift drift drift drift drift away Drift drift drift drift drift away I'm alive alive",19427,-0.0074485629700806,0.0099586063667183,SEOUL DRIFT_4369,강남역지하상가,SEOUL DRIFT
71,144,파미에스테이션_144,SEOUL DRIFT_4369,35433950,SEOUL DRIFT,지코 (ZICO),Grown Ass Kid,['댄스'],"이제 막 열시 붐비는 거리 컬러풀해 모든 서울시의 글씨 Varsity jacket 드디어 개시 택도 안 뗐는데 유행 지나있네  Bring it back 두 번의 크리스마스 이브 캔슬된 유럽행 비행기 Solo concert and fashion week 문제 많던 캘린더엔 빨간 엑스뿐  이것 봐 멀쩡히 숨 쉬고 있어 Offline, 선 넘으란 소리지  Look at this party baby No mask, all naked 몸부림쳐 자유껏 지구에 금 갈 때까지  Now we're safe here Just do me bad things 쳇바퀴 그만 굴리고 시동 걸어 밟아  Drift drift drift drift drift away Drift drift drift drift drift away Drift drift drift drift drift away I'm alive alive  Hop on the beat 생체 리듬 되찾아 Today is the day 가려서 뭐해 때와 장소 띄어쓰기도 귀찮은데 거릴 두래 아무나 스킨십 허용해 아무나 free hug 해  Remember 2020 첫 줄에 멈춘 내 버킷리스트 압축 파일처럼 집에 묶여서 글로벌해지는 한국을 지켜만 봤어  이것 봐 멀쩡히 살아남은 널 Offline, 선 넘으란 소리지  Look at this party baby No mask, all naked 몸부림쳐 자유껏 지구에 금 갈 때까지  Now we're safe here Just do me bad things 쳇바퀴 그만 굴리고 시동 걸어 밟아  Drift drift drift drift drift away Drift drift drift drift drift away Drift drift drift drift drift away I'm alive alive  당일날 파투난 모임들 that's my fault oh no 그날 작업은 했지만 시원하게 허탕쳤어 oh no ah Now 배 째라는 식 두 손 놓고 자율주행 모드 브레이크 타임 없어 난 코너에 몰릴 때도 Say whatever I promise we'll be good  Look at this, Look at this, Look at this Look at this party baby No mask, all naked 몸부림쳐 자유껏 지구에 금 갈 때까지  Now we're safe here Just do me bad things 쳇바퀴 그만 굴리고 시동 걸어 밟아  Drift drift drift drift drift away Drift drift drift drift drift away Drift drift drift drift drift away I'm alive alive",19427,-0.0074485629700806,0.0099586063667183,SEOUL DRIFT_4369,파미에스테이션,SEOUL DRIFT
72,195,송도타임스페이스_195,SEOUL DRIFT_4369,35433950,SEOUL DRIFT,지코 (ZICO),Grown Ass Kid,['댄스'],"이제 막 열시 붐비는 거리 컬러풀해 모든 서울시의 글씨 Varsity jacket 드디어 개시 택도 안 뗐는데 유행 지나있네  Bring it back 두 번의 크리스마스 이브 캔슬된 유럽행 비행기 Solo concert and fashion week 문제 많던 캘린더엔 빨간 엑스뿐  이것 봐 멀쩡히 숨 쉬고 있어 Offline, 선 넘으란 소리지  Look at this party baby No mask, all naked 몸부림쳐 자유껏 지구에 금 갈 때까지  Now we're safe here Just do me bad things 쳇바퀴 그만 굴리고 시동 걸어 밟아  Drift drift drift drift drift away Drift drift drift drift drift away Drift drift drift drift drift away I'm alive alive  Hop on the beat 생체 리듬 되찾아 Today is the day 가려서 뭐해 때와 장소 띄어쓰기도 귀찮은데 거릴 두래 아무나 스킨십 허용해 아무나 free hug 해  Remember 2020 첫 줄에 멈춘 내 버킷리스트 압축 파일처럼 집에 묶여서 글로벌해지는 한국을 지켜만 봤어  이것 봐 멀쩡히 살아남은 널 Offline, 선 넘으란 소리지  Look at this party baby No mask, all naked 몸부림쳐 자유껏 지구에 금 갈 때까지  Now we're safe here Just do me bad things 쳇바퀴 그만 굴리고 시동 걸어 밟아  Drift drift drift drift drift away Drift drift drift drift drift away Drift drift drift drift drift away I'm alive alive  당일날 파투난 모임들 that's my fault oh no 그날 작업은 했지만 시원하게 허탕쳤어 oh no ah Now 배 째라는 식 두 손 놓고 자율주행 모드 브레이크 타임 없어 난 코너에 몰릴 때도 Say whatever I promise we'll be good  Look at this, Look at this, Look at this Look at this party baby No mask, all naked 몸부림쳐 자유껏 지구에 금 갈 때까지  Now we're safe here Just do me bad things 쳇바퀴 그만 굴리고 시동 걸어 밟아  Drift drift drift drift drift away Drift drift drift drift drift away Drift drift drift drift drift away I'm alive alive",19427,-0.0074485629700806,0.0099586063667183,SEOUL DRIFT_4369,송도타임스페이스,SEOUL DRIFT
73,226,NC큐브 커넬워크 겨울동_226,SEOUL DRIFT_4369,35433950,SEOUL DRIFT,지코 (ZICO),Grown Ass Kid,['댄스'],"이제 막 열시 붐비는 거리 컬러풀해 모든 서울시의 글씨 Varsity jacket 드디어 개시 택도 안 뗐는데 유행 지나있네  Bring it back 두 번의 크리스마스 이브 캔슬된 유럽행 비행기 Solo concert and fashion week 문제 많던 캘린더엔 빨간 엑스뿐  이것 봐 멀쩡히 숨 쉬고 있어 Offline, 선 넘으란 소리지  Look at this party baby No mask, all naked 몸부림쳐 자유껏 지구에 금 갈 때까지  Now we're safe here Just do me bad things 쳇바퀴 그만 굴리고 시동 걸어 밟아  Drift drift drift drift drift away Drift drift drift drift drift away Drift drift drift drift drift away I'm alive alive  Hop on the beat 생체 리듬 되찾아 Today is the day 가려서 뭐해 때와 장소 띄어쓰기도 귀찮은데 거릴 두래 아무나 스킨십 허용해 아무나 free hug 해  Remember 2020 첫 줄에 멈춘 내 버킷리스트 압축 파일처럼 집에 묶여서 글로벌해지는 한국을 지켜만 봤어  이것 봐 멀쩡히 살아남은 널 Offline, 선 넘으란 소리지  Look at this party baby No mask, all naked 몸부림쳐 자유껏 지구에 금 갈 때까지  Now we're safe here Just do me bad things 쳇바퀴 그만 굴리고 시동 걸어 밟아  Drift drift drift drift drift away Drift drift drift drift drift away Drift drift drift drift drift away I'm alive alive  당일날 파투난 모임들 that's my fault oh no 그날 작업은 했지만 시원하게 허탕쳤어 oh no ah Now 배 째라는 식 두 손 놓고 자율주행 모드 브레이크 타임 없어 난 코너에 몰릴 때도 Say whatever I promise we'll be good  Look at this, Look at this, Look at this Look at this party baby No mask, all naked 몸부림쳐 자유껏 지구에 금 갈 때까지  Now we're safe here Just do me bad things 쳇바퀴 그만 굴리고 시동 걸어 밟아  Drift drift drift drift drift away Drift drift drift drift drift away Drift drift drift drift drift away I'm alive alive",19427,-0.0074485629700806,0.0099586063667183,SEOUL DRIFT_4369,NC큐브 커넬워크 겨울동,SEOUL DRIFT
74,259,범계역광장_259,SEOUL DRIFT_4369,35433950,SEOUL DRIFT,지코 (ZICO),Grown Ass Kid,['댄스'],"이제 막 열시 붐비는 거리 컬러풀해 모든 서울시의 글씨 Varsity jacket 드디어 개시 택도 안 뗐는데 유행 지나있네  Bring it back 두 번의 크리스마스 이브 캔슬된 유럽행 비행기 Solo concert and fashion week 문제 많던 캘린더엔 빨간 엑스뿐  이것 봐 멀쩡히 숨 쉬고 있어 Offline, 선 넘으란 소리지  Look at this party baby No mask, all naked 몸부림쳐 자유껏 지구에 금 갈 때까지  Now we're safe here Just do me bad things 쳇바퀴 그만 굴리고 시동 걸어 밟아  Drift drift drift drift drift away Drift drift drift drift drift away Drift drift drift drift drift away I'm alive alive  Hop on the beat 생체 리듬 되찾아 Today is the day 가려서 뭐해 때와 장소 띄어쓰기도 귀찮은데 거릴 두래 아무나 스킨십 허용해 아무나 free hug 해  Remember 2020 첫 줄에 멈춘 내 버킷리스트 압축 파일처럼 집에 묶여서 글로벌해지는 한국을 지켜만 봤어  이것 봐 멀쩡히 살아남은 널 Offline, 선 넘으란 소리지  Look at this party baby No mask, all naked 몸부림쳐 자유껏 지구에 금 갈 때까지  Now we're safe here Just do me bad things 쳇바퀴 그만 굴리고 시동 걸어 밟아  Drift drift drift drift drift away Drift drift drift drift drift away Drift drift drift drift drift away I'm alive alive  당일날 파투난 모임들 that's my fault oh no 그날 작업은 했지만 시원하게 허탕쳤어 oh no ah Now 배 째라는 식 두 손 놓고 자율주행 모드 브레이크 타임 없어 난 코너에 몰릴 때도 Say whatever I promise we'll be good  Look at this, Look at this, Look at this Look at this party baby No mask, all naked 몸부림쳐 자유껏 지구에 금 갈 때까지  Now we're safe here Just do me bad things 쳇바퀴 그만 굴리고 시동 걸어 밟아  Drift drift drift drift drift away Drift drift drift drift drift away Drift drift drift drift drift away I'm alive alive",19427,-0.0074485629700806,0.0099586063667183,SEOUL DRIFT_4369,범계역광장,SEOUL DRIFT
75,295,신세계센트럴시티_295,SEOUL DRIFT_4369,35433950,SEOUL DRIFT,지코 (ZICO),Grown Ass Kid,['댄스'],"이제 막 열시 붐비는 거리 컬러풀해 모든 서울시의 글씨 Varsity jacket 드디어 개시 택도 안 뗐는데 유행 지나있네  Bring it back 두 번의 크리스마스 이브 캔슬된 유럽행 비행기 Solo concert and fashion week 문제 많던 캘린더엔 빨간 엑스뿐  이것 봐 멀쩡히 숨 쉬고 있어 Offline, 선 넘으란 소리지  Look at this party baby No mask, all naked 몸부림쳐 자유껏 지구에 금 갈 때까지  Now we're safe here Just do me bad things 쳇바퀴 그만 굴리고 시동 걸어 밟아  Drift drift drift drift drift away Drift drift drift drift drift away Drift drift drift drift drift away I'm alive alive  Hop on the beat 생체 리듬 되찾아 Today is the day 가려서 뭐해 때와 장소 띄어쓰기도 귀찮은데 거릴 두래 아무나 스킨십 허용해 아무나 free hug 해  Remember 2020 첫 줄에 멈춘 내 버킷리스트 압축 파일처럼 집에 묶여서 글로벌해지는 한국을 지켜만 봤어  이것 봐 멀쩡히 살아남은 널 Offline, 선 넘으란 소리지  Look at this party baby No mask, all naked 몸부림쳐 자유껏 지구에 금 갈 때까지  Now we're safe here Just do me bad things 쳇바퀴 그만 굴리고 시동 걸어 밟아  Drift drift drift drift drift away Drift drift drift drift drift away Drift drift drift drift drift away I'm alive alive  당일날 파투난 모임들 that's my fault oh no 그날 작업은 했지만 시원하게 허탕쳤어 oh no ah Now 배 째라는 식 두 손 놓고 자율주행 모드 브레이크 타임 없어 난 코너에 몰릴 때도 Say whatever I promise we'll be good  Look at this, Look at this, Look at this Look at this party baby No mask, all naked 몸부림쳐 자유껏 지구에 금 갈 때까지  Now we're safe here Just do me bad things 쳇바퀴 그만 굴리고 시동 걸어 밟아  Drift drift drift drift drift away Drift drift drift drift drift away Drift drift drift drift drift away I'm alive alive",19427,-0.0074485629700806,0.0099586063667183,SEOUL DRIFT_4369,신세계센트럴시티,SEOUL DRIFT
76,314,마로니에공원_314,SEOUL DRIFT_4369,35433950,SEOUL DRIFT,지코 (ZICO),Grown Ass Kid,['댄스'],"이제 막 열시 붐비는 거리 컬러풀해 모든 서울시의 글씨 Varsity jacket 드디어 개시 택도 안 뗐는데 유행 지나있네  Bring it back 두 번의 크리스마스 이브 캔슬된 유럽행 비행기 Solo concert and fashion week 문제 많던 캘린더엔 빨간 엑스뿐  이것 봐 멀쩡히 숨 쉬고 있어 Offline, 선 넘으란 소리지  Look at this party baby No mask, all naked 몸부림쳐 자유껏 지구에 금 갈 때까지  Now we're safe here Just do me bad things 쳇바퀴 그만 굴리고 시동 걸어 밟아  Drift drift drift drift drift away Drift drift drift drift drift away Drift drift drift drift drift away I'm alive alive  Hop on the beat 생체 리듬 되찾아 Today is the day 가려서 뭐해 때와 장소 띄어쓰기도 귀찮은데 거릴 두래 아무나 스킨십 허용해 아무나 free hug 해  Remember 2020 첫 줄에 멈춘 내 버킷리스트 압축 파일처럼 집에 묶여서 글로벌해지는 한국을 지켜만 봤어  이것 봐 멀쩡히 살아남은 널 Offline, 선 넘으란 소리지  Look at this party baby No mask, all naked 몸부림쳐 자유껏 지구에 금 갈 때까지  Now we're safe here Just do me bad things 쳇바퀴 그만 굴리고 시동 걸어 밟아  Drift drift drift drift drift away Drift drift drift drift drift away Drift drift drift drift drift away I'm alive alive  당일날 파투난 모임들 that's my fault oh no 그날 작업은 했지만 시원하게 허탕쳤어 oh no ah Now 배 째라는 식 두 손 놓고 자율주행 모드 브레이크 타임 없어 난 코너에 몰릴 때도 Say whatever I promise we'll be good  Look at this, Look at this, Look at this Look at this party baby No mask, all naked 몸부림쳐 자유껏 지구에 금 갈 때까지  Now we're safe here Just do me bad things 쳇바퀴 그만 굴리고 시동 걸어 밟아  Drift drift drift drift drift away Drift drift drift drift drift away Drift drift drift drift drift away I'm alive alive",19427,-0.0074485629700806,0.0099586063667183,SEOUL DRIFT_4369,마로니에공원,SEOUL DRIFT
